Chr	Start	End	Symbol	FBgn	Strand
X	1011101	1011643	TfIIA-S-2	FBgn0040338	-
X	1012035	1012624	CG14631	FBgn0029552	+
X	1012779	1046040	su(w[a])	FBgn0003638	+
X	1013984	1026703	CG11638	FBgn0040351	-
X	1019795	1026700	CG32814	FBgn0052814	-
X	1026791	1028290	CG3021	FBgn0040337	+
X	1028291	1030556	Cdc45	FBgn0026143	-
X	1030758	1033119	Rpp21	FBgn0053082	+
X	1031496	1033165	CG14630	FBgn0014903	+
X	1046224	1047009	CG42259	FBgn0266569	+
X	1047242	1088866	lncRNA:CR44779	FBgn0266005	+
X	1051525	1052631	CG14629	FBgn0040398	+
X	1073041	1134896	CG3655	FBgn0040397	-
X	1145644	1146132	CG14628	FBgn0040365	+
X	1158599	1162389	eIF4E7	FBgn0040368	-
X	1163620	1164105	CR34320	FBgn0085349	-
X	1170828	1173797	CG11378	FBgn0040364	+
X	1173877	1176035	CG11384	FBgn0040363	-
X	1180165	1181551	CG11379	FBgn0040362	+
X	1181620	1183502	CG14627	FBgn0040361	+
X	1184778	1188585	CG14626	FBgn0040360	+
X	1191308	1196660	CG11380	FBgn0040359	+
X	1199546	1203157	CG14625	FBgn0040358	+
X	1203777	1205433	CG11381	FBgn0029568	+
X	1206737	1207555	CG14624	FBgn0040357	+
X	1209970	1211853	CG11382	FBgn0040367	+
X	1211989	1215156	CG11398	FBgn0040366	-
X	1215289	1236684	CG3638	FBgn0261444	-
X	1236873	1239884	CG11403	FBgn0026876	-
X	1242740	1275284	Atf3	FBgn0028550	-
X	1287290	1288945	CG32812	FBgn0025642	+
X	1289713	1322362	DAAM	FBgn0025641	-
X	1297984	1298387	CG32811	FBgn0052811	-
X	1299770	1300333	lncRNA:CR46248	FBgn0267970	+
X	1322513	1329438	fs(1)N	FBgn0004650	+
X	1329518	1341587	CG11409	FBgn0024366	-
X	1342106	1344770	Naa30A	FBgn0024362	+
X	1344872	1349357	MTPAP	FBgn0024360	-
X	1346553	1348143	Tsp2A	FBgn0024361	+
X	1349623	1353981	CG12773	FBgn0024365	-
X	1354014	1356473	CG11417	FBgn0024364	+
X	1356488	1357601	png	FBgn0000826	-
X	1369249	1370176	CG14770	FBgn0029573	+
X	1370580	1375257	ssx	FBgn0024987	+
X	1373623	1373755	mir-4961	FBgn0263552	+
X	1375536	1378896	AMPKalpha	FBgn0023169	+
X	1378885	1380480	CG3719	FBgn0024986	-
X	1380914	1392843	CG32813	FBgn0052813	+
X	1393054	1397337	Rilpl	FBgn0024985	+
X	1409069	1453686	futsch	FBgn0259108	+
X	1452430	1454177	Gr2a	FBgn0265139	+
X	1455215	1457054	CG14785	FBgn0027795	-
X	1457175	1460617	Lrpprc2	FBgn0027794	-
X	1460807	1461676	CG14787	FBgn0027793	-
X	1461844	1464220	Ns3	FBgn0266284	-
X	1464363	1465996	O-fut2	FBgn0027791	-
X	1466134	1468692	CG14777	FBgn0026872	+
X	1467493	1470614	CG14778	FBgn0029580	+
X	1468693	1469817	CG32808	FBgn0052808	-
X	1470666	1472325	pck	FBgn0013720	+
X	1472522	1473727	CG14780	FBgn0025383	+
X	1473884	1476974	Rab27	FBgn0025382	-
X	1477063	1481420	mei-38	FBgn0260986	+
X	1478552	1481420	rush	FBgn0025381	+
X	1481797	1483413	sta	FBgn0003517	-
X	1482492	1482590	snoRNA:M	FBgn0044508	-
X	1482559	1482629	snoRNA:Me28S-G980	FBgn0086042	-
X	1483479	1517615	inc	FBgn0025394	+
X	1483625	1507809	Nmdar2	FBgn0053513	-
X	1512227	1512803	CG14795	FBgn0025393	-
X	1523554	1668788	Mur2B	FBgn0025390	-
X	1558349	1558400	snmRNA:400	FBgn0065095	-
X	1575132	1664869	br	FBgn0283451	+
X	1665052	1668451	dor	FBgn0000482	+
X	1668406	1669297	CG3740	FBgn0023530	-
X	1669570	1673608	hfw	FBgn0001189	+
X	1673110	1692768	CG32809	FBgn0023531	-
X	1681566	1684891	CG14797	FBgn0029587	+
X	1686624	1690187	b6	FBgn0024897	+
X	1692824	1693843	CR14798	FBgn0029588	+
X	1693615	1695889	a6	FBgn0023130	-
X	1708806	1710182	CG3795	FBgn0025378	-
X	1735945	1754065	Scgdelta	FBgn0025391	-
X	1773719	1853667	prage	FBgn0283741	+
X	1773725	1788065	Adar	FBgn0026086	+
X	1788861	1788957	mir-981	FBgn0262178	-
X	1789566	1790418	CG32806	FBgn0052806	+
X	1819495	1820341	CG14810	FBgn0029589	-
X	1821469	1822381	CG14811	FBgn0029590	-
X	1857889	1858971	CG14812	FBgn0026090	-
X	1859141	1861790	deltaCOP	FBgn0028969	-
X	1862009	1865835	CG14814	FBgn0023515	-
X	1865909	1866887	MED18	FBgn0026873	+
X	1866832	1869061	Pex5	FBgn0023516	-
X	1868870	1872408	CG14803	FBgn0023513	+
X	1872400	1873565	Pgam5	FBgn0023517	-
X	1873853	1876474	Vps26	FBgn0014411	+
X	1876294	1877270	CG14817	FBgn0026089	-
X	1877317	1879077	CG14805	FBgn0023514	+
X	1879019	1879774	CG14818	FBgn0026088	-
X	1880282	1881432	Coa8	FBgn0029594	+
X	1881313	1889950	trr	FBgn0023518	-
X	1890256	1891482	mRpL16	FBgn0023519	+
X	1891401	1900646	arm	FBgn0000117	-
X	1900699	1901911	CG32803	FBgn0052803	-
X	1900768	1901162	asRNA:CR45929	FBgn0267591	+
X	1902028	1903733	asRNA:CR43864	FBgn0264446	+
X	1902082	1903177	CG32801	FBgn0052801	-
X	1903704	1908827	Edem1	FBgn0023511	-
X	1908239	1920318	mip130	FBgn0023509	+
X	1908920	1916825	Rbcn-3B	FBgn0023510	+
X	1920166	1922874	eIF2Bepsilon	FBgn0023512	-
X	1922981	1927524	Ocrl	FBgn0023508	+
X	1927683	1930517	CG11596	FBgn0023522	+
X	1937700	1940040	CG3857	FBgn0023520	-
X	1940307	1941536	CG3587	FBgn0023521	+
X	1941940	2007956	Hr4	FBgn0264562	+
X	1953652	1954480	CR46447	FBgn0287217	-
X	2007911	2009364	PIG-K	FBgn0023545	-
X	2009957	2010287	lncRNA:CR45478	FBgn0267034	+
X	2010300	2010417	mir-2496	FBgn0262297	+
X	2010860	2024647	east	FBgn0261954	+
X	2023822	2042311	Actn	FBgn0000667	-
X	2029004	2029094	mir-4954	FBgn0263542	-
X	2038798	2042311	usp	FBgn0003964	-
X	2041868	2055414	CG4313	FBgn0025632	+
X	2042730	2043818	CG4325	FBgn0026878	-
X	2044292	2050120	moody	FBgn0025631	-
X	2055310	2061915	Sik2	FBgn0025625	-
X	2055948	2056425	asRNA:CR44896	FBgn0266201	+
X	2062313	2065142	CG4281	FBgn0025626	-
X	2065273	2066359	CG14054	FBgn0029596	-
X	2065455	2066106	asRNA:CR44381	FBgn0265531	+
X	2066435	2073483	CG4199	FBgn0025628	-
X	2068592	2069688	CG4194	FBgn0025627	+
X	2071710	2072189	asRNA:CR44382	FBgn0265532	+
X	2072413	2074890	Rtca	FBgn0025630	+
X	2074795	2075900	CG4045	FBgn0025629	-
X	2076966	2078455	CG4025	FBgn0025624	+
X	2078343	2080405	CG16903	FBgn0040394	-
X	2080610	2093948	Unc-76	FBgn0040395	+
X	2094234	2115701	csw	FBgn0000382	+
X	2101927	2102025	snoRNA:Me18S-C1024	FBgn0086043	+
X	2115727	2123286	ph-d	FBgn0004860	-
X	2126210	2138371	ph-p	FBgn0004861	-
X	2141489	2144937	D2hgdh	FBgn0023507	+
X	2145136	2148566	Pgd	FBgn0004654	+
X	2148463	2149647	bcn92	FBgn0013432	-
X	2149936	2158983	wapl	FBgn0004655	-
X	2159145	2162180	Cyp4d1	FBgn0005670	-
X	2162196	2172281	CG3630	FBgn0023540	+
X	2171086	2171154	mir-3641	FBgn0263630	+
X	2172526	2173432	ND-B14.5A	FBgn0025839	+
X	2173415	2175315	Cyp4d14	FBgn0023541	-
X	2173480	2175855	asRNA:CR45479	FBgn0267035	+
X	2175817	2180816	asRNA:CR44690	FBgn0265901	-
X	2176006	2178728	Cyp4d2	FBgn0011576	+
X	2179007	2180998	Cyp4ae1	FBgn0015036	+
X	2181211	2182916	pn	FBgn0003116	+
X	2182818	2184668	Nmd3	FBgn0023542	-
X	2184725	2185258	CG17776	FBgn0040899	+
X	2186855	2187741	CG17777	FBgn0040900	+
X	2187820	2188919	CG3457	FBgn0024984	+
X	2189188	2205373	Mct1	FBgn0023549	+
X	2191639	2193909	CG14053	FBgn0029603	-
X	2200623	2201857	asRNA:CR43637	FBgn0263628	-
X	2201820	2203866	FarO	FBgn0023550	-
X	2205515	2213809	SmydA-8	FBgn0053548	-
X	2214347	2222567	Vinc	FBgn0004397	-
X	2223754	2224969	CG14052	FBgn0029606	+
X	2225296	2238045	pcx	FBgn0003048	+
X	2237858	2242035	kz	FBgn0001330	-
X	2242138	2246041	fs(1)K10	FBgn0000810	+
X	2246231	2247567	Or2a	FBgn0023523	+
X	2247594	2249983	crn	FBgn0000377	-
X	2250145	2251993	CG3191	FBgn0023525	-
X	2252332	2254197	CG3091	FBgn0029608	-
X	2254403	2259863	CG3078	FBgn0023524	-
X	2260207	2262515	temp	FBgn0027296	-
X	2262837	2264825	CG3071	FBgn0023527	+
X	2264657	2270761	CG2924	FBgn0023528	-
X	2269996	2270507	lncRNA:CR45480	FBgn0267036	+
X	2271008	2275068	CG2918	FBgn0023529	-
X	2275822	2277781	Vml	FBgn0085362	+
X	2278031	2293411	CG2865	FBgn0023526	-
X	2295466	2343870	Raf	FBgn0003079	+
X	2321758	2322264	lncRNA:CR34052	FBgn0054052	-
X	2324748	2326217	CG14050	FBgn0040392	-
X	2327128	2328941	CG2854	FBgn0040391	+
X	2330159	2330826	lncRNA:CR33218	FBgn0053218	+
X	2331493	2334658	Ilp6	FBgn0044047	-
X	2343997	2344649	mRpL14	FBgn0040389	-
X	2344949	2366356	CG2841	FBgn0003159	-
X	2367121	2387664	PsGEF	FBgn0264598	-
X	2409365	2410901	CG12496	FBgn0040385	-
X	2424925	2425855	CG32797	FBgn0052797	-
X	2427113	2428967	gt	FBgn0001150	-
X	2442313	2443976	tko	FBgn0003714	-
X	2444167	2470043	boi	FBgn0040388	-
X	2447769	2450550	z	FBgn0004050	+
X	2470460	2545427	trol	FBgn0284408	-
X	2544740	2544908	mir-4955	FBgn0263531	-
X	2552206	2578640	Pdfr	FBgn0260753	+
X	2579091	2580560	Vha36-3	FBgn0040377	-
X	2580958	2583823	AANATL7	FBgn0040376	+
X	2583745	2585699	CG13760	FBgn0040375	-
X	2585980	2588217	wds	FBgn0040066	+
X	2588503	2599111	egh	FBgn0001404	+
X	2599158	2604052	Klp3A	FBgn0011606	-
X	2604197	2606824	Zw10	FBgn0004643	+
X	2606680	2608876	Smyd3	FBgn0011566	-
X	2609247	2610336	eIF3g1	FBgn0029629	-
X	2617758	2619738	Tsp3A	FBgn0040334	-
X	2619799	2622140	Seipin	FBgn0040336	+
X	2622069	2624575	brv3	FBgn0040333	-
X	2624804	2633672	Pi4KIIIalpha	FBgn0267350	+
X	2633952	2679553	sgg	FBgn0003371	+
X	2675188	2676657	lncRNA:CR45197	FBgn0266707	+
X	2680199	2681723	HLH3B	FBgn0011276	-
X	2681987	2682932	CG2652	FBgn0025838	-
X	2682829	2683845	lncRNA:CR44470	FBgn0265663	-
X	2685580	2692780	per	FBgn0003068	+
X	2692732	2693886	dyw	FBgn0000092	-
X	2694392	2698211	Spg7	FBgn0024992	-
X	2698701	2701033	CG2662	FBgn0024993	+
X	2701124	2703852	Ugalt	FBgn0024994	-
X	2704571	2706217	eIF2Bbeta	FBgn0024996	+
X	2706151	2707427	CG2680	FBgn0024995	-
X	2708684	2711668	CG2681	FBgn0024997	+
X	2711756	2713960	CG2685	FBgn0024998	-
X	2714079	2717654	CG2694	FBgn0024991	+
X	2717638	2720327	CG2701	FBgn0024973	-
X	2720468	2724158	fs(1)Yb	FBgn0000928	+
X	2724286	2726577	fs(1)Ya	FBgn0000927	+
X	2726678	2727568	vilya	FBgn0283545	+
X	2727698	2730042	dwg	FBgn0000520	+
X	2730077	2732190	ttm50	FBgn0250874	-
X	2732469	2734402	CG2712	FBgn0024975	+
X	2734248	2738773	crm	FBgn0000376	-
X	2739089	2744076	Syx4	FBgn0024980	-
X	2740384	3134532	kirre	FBgn0028369	+
X	2750919	2751416	lncRNA:CR43494	FBgn0263505	-
X	2782906	2790567	CG32795	FBgn0040384	-
X	2790599	2796466	w	FBgn0003996	-
X	2809881	2810846	CG12498	FBgn0040356	+
X	2871884	2872853	CG14416	FBgn0040352	-
X	2875428	2876533	CG14417	FBgn0040353	-
X	2882226	2883661	CG14418	FBgn0040354	-
X	2885186	2885914	CG14419	FBgn0029639	-
X	2890768	2894232	CG3526	FBgn0040355	+
X	2919770	2924426	CG3588	FBgn0025643	+
X	2925884	2927258	CG14424	FBgn0025644	-
X	2929796	2932626	CG32793	FBgn0052793	+
X	2935127	2935966	CG3592	FBgn0029642	+
X	2937027	2938073	CG3598	FBgn0025645	+
X	2938856	2940527	CG14420	FBgn0029643	+
X	2941408	2942329	CG14421	FBgn0029644	+
X	2943386	2944569	CG14422	FBgn0029645	+
X	2945403	2946589	CG14423	FBgn0029646	+
X	2947094	2947580	CG17959	FBgn0029647	+
X	2948034	2949120	CG3603	FBgn0029648	+
X	2950399	2973834	rst	FBgn0003285	-
X	3066615	3067562	CG4116	FBgn0029649	-
X	3134870	3172221	N	FBgn0004647	+
X	3172268	3173140	CG18508	FBgn0028746	-
X	3173376	3174474	Fcp3C	FBgn0000644	-
X	3175018	3176223	CG3939	FBgn0040396	+
X	3176440	3343767	dnc	FBgn0000479	+
X	3236130	3236686	CG14265	FBgn0040393	-
X	3240026	3240571	ng2	FBgn0010294	-
X	3241491	3242084	ng3	FBgn0010295	-
X	3242412	3242934	ng1	FBgn0002933	+
X	3243954	3244220	ng4	FBgn0010296	-
X	3248600	3249289	Pig1	FBgn0003086	-
X	3250089	3251040	Sgs4	FBgn0003374	+
X	3313333	3348400	lncRNA:CR44886	FBgn0266180	-
X	3314744	3316402	CG10793	FBgn0029656	-
X	3363686	3364060	lncRNA:CR46243	FBgn0267963	+
X	3373159	3391697	Myc	FBgn0262656	+
X	3373159	3522787	lncRNA:CR44999	FBgn0266350	+
X	3387944	3448943	CG12535	FBgn0029657	-
X	3427452	3427523	tRNA:Gln-TTG-2-1	FBgn0052493	-
X	3434943	3435807	CG14269	FBgn0029658	-
X	3459016	3460240	CG16782	FBgn0029659	-
X	3460592	3462500	CG10801	FBgn0029660	+
X	3462474	3464044	CG16781	FBgn0029661	-
X	3465737	3474524	CG12206	FBgn0029662	-
X	3476463	3482322	CG10804	FBgn0029663	-
X	3482965	3484555	CG10802	FBgn0029664	+
X	3484605	3485378	CG14270	FBgn0029665	-
X	3485650	3490915	CG10803	FBgn0029666	+
X	3491011	3504851	Gas8	FBgn0029667	-
X	3507245	3571649	DIP-alpha	FBgn0052791	-
X	3514316	3515757	CG13021	FBgn0029669	+
X	3545750	3546110	lncRNA:CR34335	FBgn0267910	-
X	3557812	3572000	ppk8	FBgn0052792	+
X	3571456	3573622	CG2875	FBgn0029672	-
X	3574536	3666724	AstA-R1	FBgn0266429	+
X	3667621	3668845	Ilp7	FBgn0044046	+
X	3668837	3671502	Parg	FBgn0023216	-
X	3671801	3701672	Mnt	FBgn0023215	+
X	3701857	3703285	lncRNA:CR45102	FBgn0266549	+
X	3704610	3719635	Rala	FBgn0015286	-
X	3720007	3789770	Tlk	FBgn0283657	+
X	3777382	3777505	mir-4962	FBgn0263532	+
X	3789969	3792477	HIP-R	FBgn0029676	+
X	3792974	3793401	lncRNA:CR44117	FBgn0264948	-
X	3793223	3797339	Crg-1	FBgn0021738	+
X	3793464	3794660	CR42499	FBgn0260225	+
X	3797497	3799028	CR33221	FBgn0053221	-
X	3799150	3801570	HIP	FBgn0260484	+
X	3802067	3802494	lncRNA:CR44118	FBgn0264949	-
X	3802316	3811040	fd3F	FBgn0264954	+
X	3811698	3857621	ec	FBgn0000542	+
X	3819699	3819770	tRNA:Gln-CTG-2-1	FBgn0052785	+
X	3827622	3827693	tRNA:Pro-CGG-3-1	FBgn0025118	+
X	3828197	3831546	CG2901	FBgn0029679	+
X	3857230	3862697	lncRNA:roX1	FBgn0019661	-
X	3862966	3871939	yin	FBgn0265575	-
X	3868973	3880379	CG2930	FBgn0028491	+
X	3880748	3882967	VhaAC39-1	FBgn0285910	+
X	3884168	3890486	CG15239	FBgn0029681	+
X	3891497	3930578	CG42541	FBgn0260658	-
X	3932000	3936469	CG2938	FBgn0029685	-
X	3936517	3940582	Glos	FBgn0029686	+
X	3940847	3944265	Gem4b	FBgn0052786	+
X	3945043	3948460	Gem4c	FBgn0052783	+
X	3948975	3955442	Vap33	FBgn0029687	+
X	3955543	3965327	lva	FBgn0029688	-
X	3965435	3968655	CG6428	FBgn0029689	-
X	3968788	3971350	CG6414	FBgn0029690	-
X	3968933	3972054	asRNA:CR45481	FBgn0267037	+
X	4001210	4001607	lncRNA:CR43298	FBgn0262990	-
X	4047596	4049204	lncRNA:CR45482	FBgn0267038	-
X	4062859	4064506	lncRNA:CR46247	FBgn0267969	-
X	4074961	4075428	lncRNA:CR46349	FBgn0286029	-
X	4075743	4092237	CG43689	FBgn0263772	+
X	4097592	4101031	CG6379	FBgn0029693	-
X	4101318	4102995	CG15375	FBgn0029694	+
X	4102955	4104197	Xpac	FBgn0004832	-
X	4104342	4105791	brn	FBgn0000221	+
X	4106113	4110981	cib	FBgn0026084	+
X	4111156	4113734	Nsun2	FBgn0026079	-
X	4113701	4114929	dgt4	FBgn0026085	+
X	4114800	4117487	Tip60	FBgn0026080	-
X	4117020	4130016	tyf	FBgn0026083	+
X	4131211	4132833	GlcAT-I	FBgn0066114	+
X	4132887	4206093	Fas2	FBgn0000635	-
X	4213025	4213421	CG43288	FBgn0262980	+
X	4216873	4217394	CG15571	FBgn0029696	-
X	4218170	4223331	CG15570	FBgn0029697	+
X	4241887	4242826	Femcoat	FBgn0041252	-
X	4244095	4246139	Muc4B	FBgn0052774	-
X	4247313	4247785	CG43134	FBgn0262608	+
X	4248377	4248657	CG43135	FBgn0262609	+
X	4251870	4252790	CG15576	FBgn0029700	-
X	4266097	4266669	CG12691	FBgn0029701	+
X	4268701	4271083	CG15572	FBgn0029702	+
X	4275234	4275964	lncRNA:CR45483	FBgn0267039	-
X	4276493	4277000	CG15577	FBgn0040904	-
X	4277547	4277961	CG15578	FBgn0040905	-
X	4300117	4302346	CG12692	FBgn0029703	-
X	4311279	4311799	CG15579	FBgn0040906	-
X	4311989	4315059	lncRNA:CR44957	FBgn0266262	-
X	4313626	4314216	lncRNA:CR46156	FBgn0267868	+
X	4314230	4318801	mei-9	FBgn0002707	-
X	4319438	4321745	NO66	FBgn0266570	+
X	4321764	4322231	mRpL33	FBgn0040907	-
X	4322626	4365408	norpA	FBgn0262738	+
X	4327080	4329457	CG12693	FBgn0029705	-
X	4365806	4365898	mir-982	FBgn0262339	-
X	4366179	4366248	mir-303	FBgn0262390	-
X	4366417	4371136	CG3626	FBgn0029706	+
X	4368309	4368399	mir-983-1	FBgn0262235	-
X	4368483	4368581	mir-983-2	FBgn0262279	-
X	4368646	4368735	mir-984	FBgn0262282	-
X	4368786	4373471	asRNA:CR43614	FBgn0263589	-
X	4373981	4377716	lncRNA:CR45484	FBgn0267040	+
X	4380758	4382466	CG12688	FBgn0029707	+
X	4387676	4611385	lncRNA:CR32773	FBgn0052773	-
X	4412856	4485647	bi	FBgn0000179	+
X	4530231	4535464	CG3556	FBgn0029708	+
X	4535635	4540626	rb	FBgn0003210	-
X	4540908	4542506	CHOp24	FBgn0029709	+
X	4542630	4544497	CG3568	FBgn0029710	+
X	4544617	4548794	Usf	FBgn0029711	-
X	4549070	4549957	CG15912	FBgn0029712	+
X	4549883	4551878	CG11436	FBgn0029713	-
X	4551973	4553006	CG3527	FBgn0029714	+
X	4553117	4554398	CG11444	FBgn0029715	-
X	4558072	4560317	CG3546	FBgn0029716	+
X	4570991	4571929	CG12684	FBgn0029717	-
X	4617564	4627206	peb	FBgn0003053	+
X	4627380	4630936	CG12184	FBgn0025387	-
X	4631052	4636004	CG12179	FBgn0025388	-
X	4636318	4639112	pon	FBgn0025739	+
X	4639259	4643987	CG3081	FBgn0025613	-
X	4641269	4644868	CG3062	FBgn0025612	-
X	4645127	4647414	HLH4C	FBgn0011277	-
X	4647871	4648646	mRpL30	FBgn0029718	+
X	4648592	4650032	Torsin	FBgn0025615	-
X	4650015	4658259	Cbp80	FBgn0022942	+
X	4651955	4654497	CG15473	FBgn0029719	-
X	4658158	4666700	CG3009	FBgn0029720	-
X	4667290	4679537	fzr	FBgn0262699	-
X	4679988	4686903	Pp2C1	FBgn0022768	-
X	4687800	4702034	ctp	FBgn0011760	+
X	4702284	4705265	Pdha	FBgn0028325	+
X	4705309	4707504	CG7024	FBgn0029722	+
X	4707916	4729487	Proc-R	FBgn0029723	+
X	4768727	4770137	CG15472	FBgn0029724	-
X	4770557	4771588	Klf15	FBgn0025679	-
X	4775033	4775232	lncRNA:CR45515	FBgn0267071	-
X	4775984	4777375	CG2871	FBgn0029725	-
X	4782201	4782789	CG15471	FBgn0029726	-
X	4784075	4786059	CG6978	FBgn0029727	+
X	4797231	4804862	CG2861	FBgn0029728	-
X	4805459	4805683	lncRNA:CR45516	FBgn0267072	-
X	4825974	4826833	CG12682	FBgn0029729	+
X	4840833	4906575	CG42594	FBgn0260971	+
X	4874000	4874382	lncRNA:CR43495	FBgn0263506	-
X	4875670	4877263	boil	FBgn0029730	+
X	4906900	4908821	CG6927	FBgn0029733	+
X	4909102	4915161	CG32772	FBgn0052772	+
X	4915280	4918447	CG4041	FBgn0029736	-
X	4918730	4921648	CG6903	FBgn0029737	+
X	4921677	4928133	hpRNA:CR46342	FBgn0285992	-
X	4926664	4938105	CG44774	FBgn0266000	-
X	4939128	4955916	Ptp4E	FBgn0004368	+
X	4956646	5063868	lncRNA:CR44833	FBgn0266096	-
X	4959929	4961128	CG15468	FBgn0061196	-
X	4985671	4986397	lncRNA:CR45792	FBgn0267442	+
X	4997441	4998388	CG12680	FBgn0029740	+
X	5048273	5070929	ovo	FBgn0003028	+
X	5071027	5084768	CG32767	FBgn0052767	-
X	5085759	5254864	CG15465	FBgn0029746	+
X	5085759	5254864	rg	FBgn0266098	+
X	5131898	5132985	Rpn13R	FBgn0029745	+
X	5180182	5182369	CG5062	FBgn0029747	-
X	5188171	5188797	lncRNA:CR44834	FBgn0266097	-
X	5296066	5306288	CG42749	FBgn0261803	+
X	5302988	5305691	CG3323	FBgn0029750	-
X	5306261	5307417	CG17764	FBgn0029751	-
X	5307465	5308983	Cdk7	FBgn0263237	-
X	5309242	5310501	snf	FBgn0003449	+
X	5310581	5311888	TrxT	FBgn0029752	-
X	5312171	5313125	dhd	FBgn0011761	+
X	5313258	5315190	CG4198	FBgn0029753	+
X	5315130	5317295	CG15930	FBgn0029754	-
X	5317409	5319071	Sas10	FBgn0029755	+
X	5318928	5322696	Rnp4F	FBgn0014024	-
X	5323855	5326738	Mcm3	FBgn0284442	+
X	5326675	5329347	CG3309	FBgn0029756	-
X	5329876	5332435	XRCC1	FBgn0026751	+
X	5332499	5334449	CanB	FBgn0010014	+
X	5340236	5405138	SK	FBgn0029761	+
X	5405238	5410849	NAAT1	FBgn0029762	-
X	5412386	5420867	spoon	FBgn0263987	-
X	5421533	5427219	Usp16-45	FBgn0029763	+
X	5427517	5428217	CG16756	FBgn0029765	+
X	5428483	5429256	lncRNA:CR45517	FBgn0267073	+
X	5429571	5432526	CG15784	FBgn0029766	+
X	5433439	5435797	lncRNA:CR44471	FBgn0265664	+
X	5446656	5494012	SPR	FBgn0029768	+
X	5493014	5496052	frma	FBgn0029769	-
X	5500208	5501229	CG32762	FBgn0052762	-
X	5501476	5502782	CG4151	FBgn0029770	+
X	5506509	5509148	lncRNA:CR45519	FBgn0267075	+
X	5516608	5518771	CG12730	FBgn0029771	+
X	5516993	5517500	asRNA:CR45518	FBgn0267074	-
X	5524302	5524465	snoRNA:Psi28S-3342	FBgn0086667	-
X	5528927	5560183	Vsx2	FBgn0263512	-
X	5594255	5612865	Vsx1	FBgn0263511	+
X	5613325	5614467	CG34435	FBgn0085464	-
X	5614554	5616370	CG34434	FBgn0250904	-
X	5616572	5618806	RhoGAP5A	FBgn0029778	-
X	5619136	5622539	Mlc-c	FBgn0004687	-
X	5622280	5622416	mir-3645	FBgn0263631	-
X	5622648	5625493	Pop1	FBgn0026702	+
X	5625676	5648487	OtopLa	FBgn0259994	-
X	5650567	5662861	OtopLc	FBgn0259150	-
X	5663114	5665605	asRNA:CR45520	FBgn0267076	+
X	5664628	5665940	Sirt4	FBgn0029783	-
X	5666052	5670652	CG4119	FBgn0028474	+
X	5670827	5671812	Rab18	FBgn0015794	-
X	5672401	5673547	RpL35	FBgn0029785	+
X	5673830	5679977	Tre1	FBgn0046687	-
X	5680617	5682488	Gr5a	FBgn0003747	+
X	5680627	5682127	asRNA:CR44958	FBgn0266263	-
X	5683240	5684456	CG42449	FBgn0259926	+
X	5685253	5689473	PGAP1	FBgn0029789	-
X	5689852	5691172	asRNA:CR45525	FBgn0267081	-
X	5690002	5693084	cv	FBgn0000394	+
X	5692945	5695205	CG3149	FBgn0027564	-
X	5697123	5697660	lncRNA:CR42794	FBgn0261927	+
X	5698557	5708633	AdamTS-B	FBgn0029791	+
X	5708559	5717778	CG33080	FBgn0053080	-
X	5719374	5738031	Snx27	FBgn0052758	-
X	5732740	5734614	CG15773	FBgn0029795	+
X	5738663	5747254	IntS6	FBgn0261383	-
X	5747747	5752077	CG4078	FBgn0029798	+
X	5752249	5754041	CG15772	FBgn0029799	+
X	5753390	5754958	lin-52	FBgn0029800	-
X	5755492	5756710	asRNA:CR45528	FBgn0267084	-
X	5755574	5759751	CG15771	FBgn0029801	+
X	5759908	5764203	MAPk-Ak2	FBgn0013987	-
X	5764553	5789576	CG42699	FBgn0261610	+
X	5765855	5770780	CG3097	FBgn0029804	-
X	5773023	5776647	CG42264	FBgn0259149	-
X	5777195	5781620	CG3108	FBgn0029807	-
X	5789487	5790919	CG15767	FBgn0029809	+
X	5790753	5790861	mir-4963	FBgn0263545	+
X	5790952	5791536	lncRNA:CR44832	FBgn0266095	-
X	5792140	5794543	CG12239	FBgn0029810	+
X	5804677	5805344	Cpr5C	FBgn0029811	+
X	5808954	5810158	Prosbeta2R1	FBgn0029812	+
X	5810492	5811006	lncRNA:CR45529	FBgn0267085	+
X	5812273	5812977	CG44329	FBgn0265417	-
X	5814864	5815820	AgmNAT	FBgn0029813	-
X	5818559	5840823	CG15765	FBgn0029814	+
X	5831898	5832215	lncRNA:CR43264	FBgn0262945	-
X	5832298	5832368	tRNA:Glu-CTC-6-1Psi	FBgn0052761	+
X	5845280	5846106	CG12729	FBgn0029816	+
X	5853761	5854464	CG43136	FBgn0262610	+
X	5864550	5865151	CG43137	FBgn0262611	-
X	5869095	5870266	CG15764	FBgn0029817	+
X	5870841	5873357	GAA1	FBgn0029818	-
X	5873840	5876853	mof	FBgn0014340	-
X	5877000	5879787	Usp30	FBgn0029819	-
X	5879869	5883391	CG16721	FBgn0029820	+
X	5882480	5899989	lncRNA:CR45668	FBgn0267228	-
X	5900861	5905399	Act5C	FBgn0000042	+
X	5905746	5908001	CG4020	FBgn0029821	+
X	5908135	5913079	CG12236	FBgn0029822	+
X	5913067	5916797	Shmt	FBgn0029823	-
X	5914363	5914649	asRNA:CR44108	FBgn0264939	+
X	5917097	5941852	CG3726	FBgn0029824	+
X	5942606	5945250	CG12728	FBgn0029825	+
X	5945682	5948353	CG32756	FBgn0052756	+
X	5948160	5950208	CG6041	FBgn0029826	+
